#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     580.000    -380.1756302   1294.0371262    622.6386274    370.3659030
     590.000    -393.1693790   1304.6830505    622.9027128    376.5936208
     600.000    -406.2687093   1315.1543724    623.1538708    382.8239142
     610.000    -419.4719030   1325.4566573    623.3929291    389.0566579
     620.000    -432.7772967   1335.5952123    623.6206502    395.2917350
     630.000    -446.1832784   1345.5751014    623.8377379    401.5290355
     640.000    -459.6882859   1355.4011600    624.0448422    407.7684564
     650.000    -473.2908043   1365.0780082    624.2425644    414.0099010
     660.000    -486.9893635   1374.6100633    624.4314613    420.2532783
     670.000    -500.7825370   1384.0015516    624.6120491    426.4985026
     680.000    -514.6689395   1393.2565186    624.7848069    432.7454932
     690.000    -528.6472252   1402.3788396    624.9501798    438.9941741
     700.000    -542.7160865   1411.3722287    625.1085819    445.2444736
     710.000    -556.8742519   1420.2402475    625.2603986    451.4963238
     720.000    -571.1204850   1428.9863135    625.4059892    457.7496608
     730.000    -585.4535826   1437.6137076    625.5456889    464.0044239
     740.000    -599.8723741   1446.1255811    625.6798104    470.2605560
     750.000    -614.3757193   1454.5249624    625.8086464    476.5180025
     760.000    -628.9625081   1462.8147635    625.9324704    482.7767122
     770.000    -643.6316586   1470.9977854    626.0515386    489.0366361
     780.000    -658.3821168   1479.0767240    626.1660910    495.2977279
     790.000    -673.2128548   1487.0541753    626.2763526    501.5599436
     800.000    -688.1228704   1494.9326397    626.3825347    507.8232414
     810.000    -703.1111857   1502.7145273    626.4848358    514.0875814
     820.000    -718.1768468   1510.4021616    626.5834425    520.3529258
     830.000    -733.3189223   1517.9977840    626.6785301    526.6192385
     840.000    -748.5365030   1525.5035573    626.7702640    532.8864852
     850.000    -763.8287009   1532.9215694    626.8587997    539.1546331
     860.000    -779.1946485   1540.2538367    626.9442840    545.4236510
     870.000    -794.6334983   1547.5023073    627.0268553    551.6935091
     880.000    -810.1444216   1554.6688642    627.1066443    557.9641789
     890.000    -825.7266086   1561.7553278    627.1837744    564.2356331
     900.000    -841.3792671   1568.7634588    627.2583623    570.5078459
     910.000    -857.1016224   1575.6949611    627.3305183    576.7807923
     920.000    -872.8929164   1582.5514836    627.4003469    583.0544485
     930.000    -888.7524074   1589.3346228    627.4679470    589.3287918
     940.000    -904.6793694   1596.0459252    627.5334123    595.6038003
     950.000    -920.6730915   1602.6868891    627.5968317    601.8794532
     960.000    -936.7328776   1609.2589666    627.6582893    608.1557304
     970.000    -952.8580459   1615.7635655    627.7178652    614.4326127
     980.000    -969.0479285   1622.2020512    627.7756354    620.7100817
     990.000    -985.3018709   1628.5757481    627.8316719    626.9881196
    1000.000   -1001.6192318   1634.8859414    627.8860435    633.2667096
    1010.000   -1017.9993823   1641.1338786    627.9388153    639.5458352
    1020.000   -1034.4417059   1647.3207712    627.9900494    645.8254807
    1030.000   -1050.9455981   1653.4477955    628.0398049    652.1056312
    1040.000   -1067.5104660   1659.5160944    628.0881382    658.3862721
    1050.000   -1084.1357280   1665.5267785    628.1351028    664.6673894
    1060.000   -1100.8208132   1671.4809273    628.1807499    670.9489698
    1070.000   -1117.5651616   1677.3795904    628.2251283    677.2310002
    1080.000   -1134.3682234   1683.2237886    628.2682845    683.5134683
    1090.000   -1151.2294591   1689.0145147    628.3102629    689.7963620
    1100.000   -1168.1483387   1694.7527349    628.3511061    696.0796697
    1110.000   -1185.1243419   1700.4393895    628.3908544    702.3633804
    1120.000   -1202.1569577   1706.0753937    628.4295466    708.6474833
    1130.000   -1219.2456839   1711.6616388    628.4672199    714.9319680
    1140.000   -1236.3900275   1717.1989929    628.5039096    721.2168244
    1150.000   -1253.5895036   1722.6883014    628.5396497    727.5020430
    1160.000   -1270.8436361   1728.1303883    628.5744725    733.7876144
    1170.000   -1288.1519567   1733.5260566    628.6084093    740.0735295
    1180.000   -1305.5140051   1738.8760888    628.6414898    746.3597797
    1190.000   -1322.9293289   1744.1812482    628.6737425    752.6463565
    1200.000   -1340.3974830   1749.4422790    628.7051948    758.9332519
    1210.000   -1357.9180298   1754.6599071    628.7358730    765.2204579
    1220.000   -1375.4905388   1759.8348407    628.7658022    771.5079668
    1230.000   -1393.1145866   1764.9677708    628.7950066    777.7957715
    1240.000   -1410.7897565   1770.0593719    628.8235094    784.0838646
    1250.000   -1428.5156385   1775.1103023    628.8513329    790.3722394
    1260.000   -1446.2918291   1780.1212049    628.8784984    796.6608891
    1270.000   -1464.1179312   1785.0927075    628.9050266    802.9498072
    1280.000   -1481.9935539   1790.0254231    628.9309372    809.2389876
    1290.000   -1499.9183124   1794.9199507    628.9562493    815.5284240
    1300.000   -1517.8918276   1799.7768756    628.9809810    821.8181106
    1310.000   -1535.9137265   1804.5967696    629.0051500    828.1080417
    1320.000   -1553.9836414   1809.3801919    629.0287733    834.3982118
    1330.000   -1572.1012106   1814.1276887    629.0518671    840.6886154
    1340.000   -1590.2660772   1818.8397945    629.0744471    846.9792474
    1350.000   -1608.4778902   1823.5170318    629.0965284    853.2701027
    1360.000   -1626.7363034   1828.1599116    629.1181257    859.5611764
    1370.000   -1645.0409756   1832.7689338    629.1392529    865.8524637
    1380.000   -1663.3915708   1837.3445875    629.1599236    872.1439599
    1390.000   -1681.7877577   1841.8873514    629.1801508    878.4356607
    1400.000   -1700.2292098   1846.3976938    629.1999472    884.7275615
    1410.000   -1718.7156050   1850.8760732    629.2193248    891.0196582
    1420.000   -1737.2466262   1855.3229386    629.2382954    897.3119466
    1430.000   -1755.8219602   1859.7387294    629.2568703    903.6044228
    1440.000   -1774.4412986   1864.1238760    629.2750604    909.8970828
    1450.000   -1793.1043370   1868.4787998    629.2928763    916.1899228
    1460.000   -1811.8107753   1872.8039139    629.3103281    922.4829391
    1470.000   -1830.5603173   1877.0996227    629.3274258    928.7761281
    1480.000   -1849.3526710   1881.3663226    629.3441788    935.0694864
    1490.000   -1868.1875483   1885.6044020    629.3605963    941.3630106
    1500.000   -1887.0646649   1889.8142415    629.3766872    947.6566973
    1510.000   -1905.9837403   1893.9962143    629.3924601    953.9505433
    1520.000   -1924.9444975   1898.1506862    629.4079234    960.2445455
    1530.000   -1943.9466635   1902.2780159    629.4230850    966.5387007
    1540.000   -1962.9899686   1906.3785550    629.4379528    972.8330062
    1550.000   -1982.0741465   1910.4526486    629.4525344    979.1274588
    1560.000   -2001.1989345   1914.5006349    629.4668369    985.4220559
    1570.000   -2020.3640733   1918.5228458    629.4808675    991.7167947
    1580.000   -2039.5693066   1922.5196070    629.4946331    998.0116724
    1590.000   -2058.8143816   1926.4912378    629.5081402   1004.3066865
    1600.000   -2078.0990486   1930.4380519    629.5213953   1010.6018344
    1610.000   -2097.4230610   1934.3603569    629.5344046   1016.8971136
    1620.000   -2116.7861751   1938.2584548    629.5471742   1023.1925217
    1630.000   -2136.1881504   1942.1326421    629.5597099   1029.4880563
    1640.000   -2155.6287492   1945.9832099    629.5720173   1035.7837151
    1650.000   -2175.1077368   1949.8104440    629.5841020   1042.0794959
    1660.000   -2194.6248812   1953.6146251    629.5959694   1048.3753964
    1670.000   -2214.1799534   1957.3960287    629.6076246   1054.6714146
    1680.000   -2233.7727268   1961.1549256    629.6190725   1060.9675482
    1690.000   -2253.4029777   1964.8915817    629.6303182   1067.2637953
    1700.000   -2273.0704851   1968.6062583    629.6413664   1073.5601539
    1710.000   -2292.7750305   1972.2992120    629.6522216   1079.8566220
    1720.000   -2312.5163978   1975.9706951    629.6628882   1086.1531977
    1730.000   -2332.2943736   1979.6209554    629.6733708   1092.4498792
    1740.000   -2352.1087470   1983.2502365    629.6836734   1098.7466645
    1750.000   -2371.9593092   1986.8587779    629.6938001   1105.0435521
    1760.000   -2391.8458542   1990.4468149    629.7037550   1111.3405400
    1770.000   -2411.7681780   1994.0145788    629.7135419   1117.6376266
    1780.000   -2431.7260790   1997.5622973    629.7231645   1123.9348103
    1790.000   -2451.7193578   2001.0901940    629.7326266   1130.2320893
    1800.000   -2471.7478175   2004.5984888    629.7419316   1136.5294623
    1810.000   -2491.8112630   2008.0873980    629.7510830   1142.8269275
    1820.000   -2511.9095016   2011.5571346    629.7600842   1149.1244834
    1830.000   -2532.0423425   2015.0079077    629.7689384   1155.4221287
    1840.000   -2552.2095972   2018.4399233    629.7776489   1161.7198617
    1850.000   -2572.4110791   2021.8533839    629.7862187   1168.0176812
    1860.000   -2592.6466037   2025.2484889    629.7946508   1174.3155856
    1870.000   -2612.9159883   2028.6254343    629.8029482   1180.6135737
    1880.000   -2633.2190525   2031.9844131    629.8111137   1186.9116442
    1890.000   -2653.5556173   2035.3256153    629.8191501   1193.2097956
    1900.000   -2673.9255061   2038.6492278    629.8270601   1199.5080267
    1910.000   -2694.3285439   2041.9554347    629.8348463   1205.8063364
    1920.000   -2714.7645574   2045.2444170    629.8425114   1212.1047233
    1930.000   -2735.2333754   2048.5163532    629.8500577   1218.4031862
    1940.000   -2755.7348283   2051.7714187    629.8574878   1224.7017240
    1950.000   -2776.2687481   2055.0097865    629.8648041   1231.0003356
    1960.000   -2796.8349689   2058.2316269    629.8720087   1237.2990197
    1970.000   -2817.4333261   2061.4371074    629.8791041   1243.5977754
    1980.000   -2838.0636571   2064.6263932    629.8860924   1249.8966015
    1990.000   -2858.7258006   2067.7996470    629.8929756   1256.1954969
    2000.000   -2879.4195971   2070.9570289    629.8997561   1262.4944606
