#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
    1390.000   -1850.6260597   2098.5054941    758.8344091   1066.2965770
    1400.000   -1871.6383463   2103.9453988    758.8923764   1073.8852120
    1410.000   -1892.7048400   2109.3469933    758.9491352   1081.4744205
    1420.000   -1913.8251602   2114.7108106    759.0047188   1089.0641908
    1430.000   -1934.9989320   2120.0373728    759.0591594   1096.6545111
    1440.000   -1956.2257852   2125.3271913    759.1124878   1104.2453703
    1450.000   -1977.5053550   2130.5807671    759.1647341   1111.8367573
    1460.000   -1998.8372814   2135.7985910    759.2159272   1119.4286614
    1470.000   -2020.2212093   2140.9811440    759.2660952   1127.0210724
    1480.000   -2041.6567883   2146.1288975    759.3152651   1134.6139800
    1490.000   -2063.1436728   2151.2423136    759.3634631   1142.2073744
    1500.000   -2084.6815216   2156.3218451    759.4107147   1149.8012461
    1510.000   -2106.2699982   2161.3679363    759.4570442   1157.3955857
    1520.000   -2127.9087703   2166.3810226    759.5024755   1164.9903840
    1530.000   -2149.5975101   2171.3615309    759.5470316   1172.5856323
    1540.000   -2171.3358937   2176.3098802    759.5907347   1180.1813218
    1550.000   -2193.1236018   2181.2264813    759.6336063   1187.7774442
    1560.000   -2214.9603189   2186.1117372    759.6756674   1195.3739912
    1570.000   -2236.8457334   2190.9660435    759.7169382   1202.9709549
    1580.000   -2258.7795379   2195.7897882    759.7574384   1210.5683274
    1590.000   -2280.7614286   2200.5833520    759.7971868   1218.1661012
    1600.000   -2302.7911056   2205.3471089    759.8362020   1225.7642687
    1610.000   -2324.8682726   2210.0814257    759.8745018   1233.3628228
    1620.000   -2346.9926371   2214.7866627    759.9121035   1240.9617564
    1630.000   -2369.1639101   2219.4631735    759.9490240   1248.5610626
    1640.000   -2391.3818060   2224.1113053    759.9852795   1256.1607347
    1650.000   -2413.6460428   2228.7313993    760.0208860   1263.7607660
    1660.000   -2435.9563417   2233.3237903    760.0558586   1271.3611503
    1670.000   -2458.3124273   2237.8888075    760.0902124   1278.9618811
    1680.000   -2480.7140276   2242.4267739    760.1239618   1286.5629525
    1690.000   -2503.1608737   2246.9380072    760.1571209   1294.1643584
    1700.000   -2525.6526997   2251.4228193    760.1897034   1301.7660930
    1710.000   -2548.1892430   2255.8815167    760.2217224   1309.3681506
    1720.000   -2570.7702440   2260.3144009    760.2531908   1316.9705256
    1730.000   -2593.3954460   2264.7217680    760.2841212   1324.5732126
    1740.000   -2616.0645953   2269.1039090    760.3145258   1332.1762063
    1750.000   -2638.7774410   2273.4611100    760.3444163   1339.7795014
    1760.000   -2661.5337353   2277.7936524    760.3738043   1347.3830929
    1770.000   -2684.3332328   2282.1018128    760.4027009   1354.9869759
    1780.000   -2707.1756912   2286.3858632    760.4311169   1362.5911454
    1790.000   -2730.0608706   2290.6460711    760.4590631   1370.1955967
    1800.000   -2752.9885340   2294.8826995    760.4865495   1377.8003251
    1810.000   -2775.9584469   2299.0960072    760.5135863   1385.4053261
    1820.000   -2798.9703773   2303.2862487    760.5401832   1393.0105954
    1830.000   -2822.0240958   2307.4536744    760.5663496   1400.6161284
    1840.000   -2845.1193755   2311.5985307    760.5920947   1408.2219209
    1850.000   -2868.2559920   2315.7210599    760.6174276   1415.8279689
    1860.000   -2891.4337231   2319.8215007    760.6423569   1423.4342681
    1870.000   -2914.6523491   2323.9000876    760.6668912   1431.0408147
    1880.000   -2937.9116528   2327.9570518    760.6910387   1438.6476047
    1890.000   -2961.2114189   2331.9926207    760.7148076   1446.2546342
    1900.000   -2984.5514346   2336.0070180    760.7382056   1453.8618996
    1910.000   -3007.9314894   2340.0004641    760.7612404   1461.4693971
    1920.000   -3031.3513748   2343.9731760    760.7839196   1469.0771232
    1930.000   -3054.8108845   2347.9253673    760.8062503   1476.6850744
    1940.000   -3078.3098144   2351.8572482    760.8282396   1484.2932471
    1950.000   -3101.8479625   2355.7690259    760.8498945   1491.9016380
    1960.000   -3125.4251286   2359.6609043    760.8712217   1499.5102439
    1970.000   -3149.0411149   2363.5330844    760.8922277   1507.1190614
    1980.000   -3172.6957253   2367.3857640    760.9129190   1514.7280874
    1990.000   -3196.3887658   2371.2191380    760.9333018   1522.3373187
    2000.000   -3220.1200443   2375.0333984    760.9533822   1529.9467524
