#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
    1140.000   -1117.6540312   1509.5364279    524.5303644    603.2174966
    1150.000   -1132.7723348   1514.1176812    524.5698764    608.4629987
    1160.000   -1147.9362537   1518.6596073    524.6083805    613.7088908
    1170.000   -1163.1453980   1523.1628727    524.6459107    618.9551630
    1180.000   -1178.3993844   1527.6281274    524.6824993    624.2018059
    1190.000   -1193.6978360   1532.0560050    524.7181776    629.4488100
    1200.000   -1209.0403820   1536.4471237    524.7529755    634.6961665
    1210.000   -1224.4266579   1540.8020865    524.7869216    639.9438667
    1220.000   -1239.8563052   1545.1214814    524.8200434    645.1919022
    1230.000   -1255.3289709   1549.4058828    524.8523674    650.4402649
    1240.000   -1270.8443081   1553.6558508    524.8839189    655.6889469
    1250.000   -1286.4019750   1557.8719326    524.9147223    660.9379408
    1260.000   -1302.0016355   1562.0546623    524.9448011    666.1872390
    1270.000   -1317.6429588   1566.2045616    524.9741776    671.4368344
    1280.000   -1333.3256190   1570.3221401    525.0028737    676.6867203
    1290.000   -1349.0492955   1574.4078955    525.0309100    681.9368897
    1300.000   -1364.8136725   1578.4623145    525.0583067    687.1873363
    1310.000   -1380.6184390   1582.4858723    525.0850829    692.4380538
    1320.000   -1396.4632886   1586.4790338    525.1112573    697.6890360
    1330.000   -1412.3479198   1590.4422532    525.1368478    702.9402770
    1340.000   -1428.2720354   1594.3759749    525.1618715    708.1917710
    1350.000   -1444.2353424   1598.2806334    525.1863450    713.4435126
    1360.000   -1460.2375526   1602.1566535    525.2102843    718.6954962
    1370.000   -1476.2783814   1606.0044511    525.2337049    723.9477165
    1380.000   -1492.3575489   1609.8244329    525.2566215    729.2001686
    1390.000   -1508.4747787   1613.6169972    525.2790486    734.4528473
    1400.000   -1524.6297987   1617.3825334    525.3009998    739.7057480
    1410.000   -1540.8223406   1621.1214229    525.3224887    744.9588658
    1420.000   -1557.0521396   1624.8340393    525.3435280    750.2121962
    1430.000   -1573.3189350   1628.5207482    525.3641302    755.4657349
    1440.000   -1589.6224694   1632.1819075    525.3843073    760.7194774
    1450.000   -1605.9624891   1635.8178681    525.4040709    765.9734197
    1460.000   -1622.3387439   1639.4289736    525.4234322    771.2275575
    1470.000   -1638.7509869   1643.0155605    525.4424020    776.4818870
    1480.000   -1655.1989745   1646.5779586    525.4609908    781.7364043
    1490.000   -1671.6824665   1650.1164913    525.4792087    786.9911056
    1500.000   -1688.2012258   1653.6314754    525.4970655    792.2459872
    1510.000   -1704.7550186   1657.1232214    525.5145707    797.5010457
    1520.000   -1721.3436138   1660.5920338    525.5317334    802.7562775
    1530.000   -1737.9667838   1664.0382111    525.5485626    808.0116793
    1540.000   -1754.6243036   1667.4620463    525.5650667    813.2672477
    1550.000   -1771.3159512   1670.8638263    525.5812540    818.5229795
    1560.000   -1788.0415075   1674.2438329    525.5971327    823.7788717
    1570.000   -1804.8007562   1677.6023423    525.6127106    829.0349212
    1580.000   -1821.5934836   1680.9396257    525.6279950    834.2911250
    1590.000   -1838.4194788   1684.2559490    525.6429934    839.5474801
    1600.000   -1855.2785336   1687.5515734    525.6577129    844.8039839
    1610.000   -1872.1704422   1690.8267551    525.6721603    850.0606335
    1620.000   -1889.0950014   1694.0817454    525.6863423    855.3174262
    1630.000   -1906.0520106   1697.3167915    525.7002653    860.5743595
    1640.000   -1923.0412715   1700.5321355    525.7139356    865.8314307
    1650.000   -1940.0625884   1703.7280156    525.7273592    871.0886374
    1660.000   -1957.1157678   1706.9046656    525.7405421    876.3459771
    1670.000   -1974.2006184   1710.0623149    525.7534900    881.6034474
    1680.000   -1991.3169515   1713.2011890    525.7662083    886.8610461
    1690.000   -2008.4645803   1716.3215096    525.7787026    892.1187708
    1700.000   -2025.6433205   1719.4234941    525.7909780    897.3766194
    1710.000   -2042.8529898   1722.5073564    525.8030396    902.6345897
    1720.000   -2060.0934080   1725.5733067    525.8148924    907.8926795
    1730.000   -2077.3643969   1728.6215513    525.8265410    913.1508869
    1740.000   -2094.6657807   1731.6522933    525.8379903    918.4092097
    1750.000   -2111.9973851   1734.6657321    525.8492446    923.6676460
    1760.000   -2129.3590383   1737.6620638    525.8603085    928.9261939
    1770.000   -2146.7505700   1740.6414811    525.8711861    934.1848516
    1780.000   -2164.1718121   1743.6041737    525.8818816    939.4436171
    1790.000   -2181.6225984   1746.5503279    525.8923991    944.7024886
    1800.000   -2199.1027642   1749.4801270    525.9027425    949.9614645
    1810.000   -2216.6121470   1752.3937513    525.9129155    955.2205429
    1820.000   -2234.1505859   1755.2913781    525.9229220    960.4797222
    1830.000   -2251.7179218   1758.1731817    525.9327655    965.7390008
    1840.000   -2269.3139974   1761.0393339    525.9424496    970.9983770
    1850.000   -2286.9386569   1763.8900033    525.9519776    976.2578493
    1860.000   -2304.5917464   1766.7253561    525.9613529    981.5174160
    1870.000   -2322.2731135   1769.5455558    525.9705788    986.7770758
    1880.000   -2339.9826075   1772.3507631    525.9796584    992.0368271
    1890.000   -2357.7200793   1775.1411364    525.9885947    997.2966685
    1900.000   -2375.4853813   1777.9168315    525.9973908   1002.5565985
    1910.000   -2393.2783675   1780.6780018    526.0060496   1007.8166159
    1920.000   -2411.0988934   1783.4247982    526.0145739   1013.0767191
    1930.000   -2428.9468161   1786.1573694    526.0229665   1018.3369069
    1940.000   -2446.8219939   1788.8758618    526.0312301   1023.5971780
    1950.000   -2464.7242868   1791.5804195    526.0393673   1028.8575311
    1960.000   -2482.6535563   1794.2711843    526.0473807   1034.1179649
    1970.000   -2500.6096650   1796.9482961    526.0552728   1039.3784783
    1980.000   -2518.5924772   1799.6118925    526.0630460   1044.6390700
    1990.000   -2536.6018583   1802.2621091    526.0707026   1049.8997388
    2000.000   -2554.6376752   1804.8990794    526.0782451   1055.1604837
