#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     450.000    -517.1785108   2729.0544487   1507.0332462    710.8959911
     460.000    -544.6353333   2762.1942347   1508.5551922    725.9740146
     470.000    -572.4201256   2794.6529969   1509.9835096    741.0667829
     480.000    -600.5262127   2826.4575217   1511.3256773    756.1733977
     490.000    -628.9471797   2857.6330848   1512.5884465    771.2930319
     500.000    -657.6768575   2888.2035599   1513.7779235    786.4249224
     510.000    -686.7093093   2918.1915173   1514.8996422    801.5683645
     520.000    -716.0388175   2947.6183148   1515.9586262    816.7227062
     530.000    -745.6598726   2976.5041808   1516.9594447    831.8873432
     540.000    -775.5671620   3004.8682910   1517.9062603    847.0617151
     550.000    -805.7555600   3032.7288383   1518.8028715    862.2453011
     560.000    -836.2201179   3060.1030977   1519.6527502    877.4376168
     570.000    -866.9560558   3087.0074855   1520.4590745    892.6382110
     580.000    -897.9587535   3113.4576144   1521.2247581    907.8466629
     590.000    -929.2237435   3139.4683442   1521.9524759    923.0625796
     600.000    -960.7467030   3165.0538284   1522.6446874    938.2855940
     610.000    -992.5234476   3190.2275576   1523.3036567    953.5153626
     620.000   -1024.5499246   3215.0023999   1523.9314709    968.7515633
     630.000   -1056.8222070   3239.3906374   1524.5300566    983.9938946
     640.000   -1089.3364878   3263.4040013   1525.1011941    999.2420730
     650.000   -1122.0890748   3287.0537036   1525.6465308   1014.4958325
     660.000   -1155.0763855   3310.3504669   1526.1675926   1029.7549227
     670.000   -1188.2949420   3333.3045524   1526.6657946   1045.0191081
     680.000   -1221.7413671   3355.9257851   1527.1424508   1060.2881668
     690.000   -1255.4123796   3378.2235783   1527.5987820   1075.5618894
     700.000   -1289.3047906   3400.2069558   1528.0359244   1090.8400785
     710.000   -1323.4154995   3421.8845733   1528.4549360   1106.1225475
     720.000   -1357.7414906   3443.2647370   1528.8568029   1121.4091201
     730.000   -1392.2798294   3464.3554231   1529.2424454   1136.6996295
     740.000   -1427.0276597   3485.1642939   1529.6127231   1151.9939178
     750.000   -1461.9822005   3505.6987145   1529.9684394   1167.2918354
     760.000   -1497.1407428   3525.9657675   1530.3103461   1182.5932405
     770.000   -1532.5006473   3545.9722675   1530.6391472   1197.8979986
     780.000   -1568.0593415   3565.7247737   1530.9555023   1213.2059820
     790.000   -1603.8143172   3585.2296032   1531.2600306   1228.5170693
     800.000   -1639.7631283   3604.4928418   1531.5533128   1243.8311451
     810.000   -1675.9033884   3623.5203558   1531.8358948   1259.1480998
     820.000   -1712.2327686   3642.3178020   1532.1082898   1274.4678291
     830.000   -1748.7489957   3660.8906374   1532.3709806   1289.7902333
     840.000   -1785.4498502   3679.2441286   1532.6244219   1305.1152178
     850.000   -1822.3331641   3697.3833605   1532.8690419   1320.4426923
     860.000   -1859.3968196   3715.3132444   1533.1052446   1335.7725706
     870.000   -1896.6387470   3733.0385258   1533.3334110   1351.1047704
     880.000   -1934.0569234   3750.5637916   1533.5539010   1366.4392133
     890.000   -1971.6493709   3767.8934774   1533.7670544   1381.7758240
     900.000   -2009.4141553   3785.0318737   1533.9731927   1397.1145310
     910.000   -2047.3493846   3801.9831320   1534.1726197   1412.4552655
     920.000   -2085.4532076   3818.7512712   1534.3656233   1427.7979619
     930.000   -2123.7238126   3835.3401829   1534.5524758   1443.1425575
     940.000   -2162.1594264   3851.7536364   1534.7334354   1458.4889918
     950.000   -2200.7583127   3867.9952842   1534.9087471   1473.8372073
     960.000   -2239.5187712   3884.0686666   1535.0786431   1489.1871487
     970.000   -2278.4391366   3899.9772159   1535.2433437   1504.5387629
     980.000   -2317.5177772   3915.7242614   1535.4030585   1519.8919990
     990.000   -2356.7530942   3931.3130327   1535.5579863   1535.2468081
    1000.000   -2396.1435207   3946.7466641   1535.7083163   1550.6031434
    1010.000   -2435.6875205   3962.0281983   1535.8542283   1565.9609597
    1020.000   -2475.3835876   3977.1605895   1535.9958936   1581.3202138
    1030.000   -2515.2302448   3992.1467075   1536.1334752   1596.6808640
    1040.000   -2555.2260434   4006.9893400   1536.2671283   1612.0428702
    1050.000   -2595.3695623   4021.6911964   1536.3970009   1627.4061939
    1060.000   -2635.6594069   4036.2549103   1536.5232340   1642.7707981
    1070.000   -2676.0942086   4050.6830425   1536.6459622   1658.1366469
    1080.000   -2716.6726241   4064.9780835   1536.7653140   1673.5037061
    1090.000   -2757.3933347   4079.1424560   1536.8814118   1688.8719424
    1100.000   -2798.2550455   4093.1785176   1536.9943729   1704.2413238
    1110.000   -2839.2564850   4107.0885628   1537.1043089   1719.6118197
    1120.000   -2880.3964042   4120.8748254   1537.2113269   1734.9834003
    1130.000   -2921.6735762   4134.5394806   1537.3155292   1750.3560369
    1140.000   -2963.0867955   4148.0846468   1537.4170134   1765.7297018
    1150.000   -3004.6348777   4161.5123879   1537.5158733   1781.1043684
    1160.000   -3046.3166586   4174.8247150   1537.6121985   1796.4800108
    1170.000   -3088.1309938   4188.0235881   1537.7060747   1811.8566042
    1180.000   -3130.0767585   4201.1109178   1537.7975843   1827.2341244
    1190.000   -3172.1528466   4214.0885671   1537.8868060   1842.6125483
    1200.000   -3214.3581703   4226.9583529   1537.9738154   1857.9918532
    1210.000   -3256.6916600   4239.7220475   1538.0586849   1873.3720174
    1220.000   -3299.1522634   4252.3813798   1538.1414841   1888.7530200
    1230.000   -3341.7389454   4264.9380372   1538.2222798   1904.1348404
    1240.000   -3384.4506874   4277.3936665   1538.3011359   1919.5174591
    1250.000   -3427.2864873   4289.7498754   1538.3781140   1934.9008569
    1260.000   -3470.2453587   4302.0082334   1538.4532733   1950.2850153
    1270.000   -3513.3263309   4314.1702735   1538.5266705   1965.6699165
    1280.000   -3556.5284481   4326.2374931   1538.5983602   1981.0555431
    1290.000   -3599.8507696   4338.2113549   1538.6683950   1996.4418782
    1300.000   -3643.2923688   4350.0932880   1538.7368253   2011.8289056
    1310.000   -3686.8523336   4361.8846894   1538.8036997   2027.2166095
    1320.000   -3730.5297654   4373.5869242   1538.8690651   2042.6049746
    1330.000   -3774.3237793   4385.2013272   1538.9329664   2057.9939859
    1340.000   -3818.2335035   4396.7292035   1538.9954471   2073.3836292
    1350.000   -3862.2580792   4408.1718292   1539.0565488   2088.7738903
    1360.000   -3906.3966601   4419.5304528   1539.1163118   2104.1647557
    1370.000   -3950.6484123   4430.8062952   1539.1747750   2119.5562122
    1380.000   -3995.0125140   4442.0005515   1539.2319757   2134.9482470
    1390.000   -4039.4881553   4453.1143906   1539.2879500   2150.3408476
    1400.000   -4084.0745376   4464.1489569   1539.3427326   2165.7340020
    1410.000   -4128.7708739   4475.1053704   1539.3963572   2181.1276984
    1420.000   -4173.5763882   4485.9847279   1539.4488561   2196.5219254
    1430.000   -4218.4903152   4496.7881028   1539.5002606   2211.9166719
    1440.000   -4263.5119005   4507.5165469   1539.5506008   2227.3119271
    1450.000   -4308.6403998   4518.1710898   1539.5999060   2242.7076804
    1460.000   -4353.8750793   4528.7527405   1539.6482043   2258.1039218
    1470.000   -4399.2152149   4539.2624872   1539.6955229   2273.5006413
    1480.000   -4444.6600926   4549.7012984   1539.7418881   2288.8978291
    1490.000   -4490.2090076   4560.0701232   1539.7873253   2304.2954759
    1500.000   -4535.8612649   4570.3698916   1539.8318592   2319.6935726
    1510.000   -4581.6161783   4580.6015155   1539.8755134   2335.0921102
    1520.000   -4627.4730710   4590.7658888   1539.9183111   2350.4910800
    1530.000   -4673.4312748   4600.8638879   1539.9602744   2365.8904736
    1540.000   -4719.4901304   4610.8963722   1540.0014248   2381.2902828
    1550.000   -4765.6489867   4620.8641846   1540.0417833   2396.6904995
    1560.000   -4811.9072013   4630.7681520   1540.0813700   2412.0911159
    1570.000   -4858.2641396   4640.6090854   1540.1202044   2427.4921244
    1580.000   -4904.7191755   4650.3877804   1540.1583056   2442.8935175
    1590.000   -4951.2716904   4660.1050179   1540.1956917   2458.2952881
    1600.000   -4997.9210736   4669.7615641   1540.2323806   2473.6974290
    1610.000   -5044.6667219   4679.3581710   1540.2683895   2489.0999334
    1620.000   -5091.5080396   4688.8955767   1540.3037351   2504.5027946
    1630.000   -5138.4444385   4698.3745058   1540.3384336   2519.9060060
    1640.000   -5185.4753372   4707.7956697   1540.3725007   2535.3095612
    1650.000   -5232.6001617   4717.1597670   1540.4059516   2550.7134539
    1660.000   -5279.8183446   4726.4674836   1540.4388010   2566.1176782
    1670.000   -5327.1293256   4735.7194932   1540.4710632   2581.5222280
    1680.000   -5374.5325510   4744.9164575   1540.5027523   2596.9270976
    1690.000   -5422.0274735   4754.0590264   1540.5338817   2612.3322812
    1700.000   -5469.6135523   4763.1478387   1540.5644644   2627.7377734
    1710.000   -5517.2902532   4772.1835215   1540.5945132   2643.1435687
    1720.000   -5565.0570477   4781.1666916   1540.6240404   2658.5496619
    1730.000   -5612.9134140   4790.0979548   1540.6530581   2673.9560478
    1740.000   -5660.8588358   4798.9779064   1540.6815779   2689.3627214
    1750.000   -5708.8928030   4807.8071319   1540.7096111   2704.7696777
    1760.000   -5757.0148112   4816.5862064   1540.7371687   2720.1769120
    1770.000   -5805.2243618   4825.3156957   1540.7642614   2735.5844196
    1780.000   -5853.5209617   4833.9961559   1540.7908996   2750.9921957
    1790.000   -5901.9041234   4842.6281338   1540.8170934   2766.4002361
    1800.000   -5950.3733646   4851.2121671   1540.8428526   2781.8085362
    1810.000   -5998.9282086   4859.7487847   1540.8681868   2797.2170917
    1820.000   -6047.5681840   4868.2385069   1540.8931053   2812.6258985
    1830.000   -6096.2928242   4876.6818452   1540.9176171   2828.0349525
    1840.000   -6145.1016679   4885.0793030   1540.9417310   2843.4442495
    1850.000   -6193.9942590   4893.4313755   1540.9654556   2858.8537858
    1860.000   -6242.9701458   4901.7385501   1540.9887993   2874.2635574
    1870.000   -6292.0288819   4910.0013061   1541.0117700   2889.6735605
    1880.000   -6341.1700254   4918.2201154   1541.0343758   2905.0837916
    1890.000   -6390.3931393   4926.3954424   1541.0566243   2920.4942469
    1900.000   -6439.6977909   4934.5277441   1541.0785229   2935.9049229
    1910.000   -6489.0835522   4942.6174704   1541.1000791   2951.3158162
    1920.000   -6538.5499998   4950.6650642   1541.1212998   2966.7269233
    1930.000   -6588.0967145   4958.6709614   1541.1421921   2982.1382411
    1940.000   -6637.7232815   4966.6355916   1541.1627626   2997.5497661
    1950.000   -6687.4292902   4974.5593772   1541.1830180   3012.9614953
    1960.000   -6737.2143343   4982.4427346   1541.2029645   3028.3734254
    1970.000   -6787.0780115   4990.2860736   1541.2226085   3043.7855536
    1980.000   -6837.0199237   4998.0897981   1541.2419561   3059.1978766
    1990.000   -6887.0396767   5005.8543058   1541.2610132   3074.6103917
    2000.000   -6937.1368804   5013.5799882   1541.2797856   3090.0230959
