#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     330.000     -16.3987002    608.0424809    432.0327793    184.2553185
     340.000     -22.5440648    620.9790439    434.6379055    188.5888101
     350.000     -28.8172750    633.6137707    437.0834298    192.9475447
     360.000     -35.2153765    645.9593399    439.3810887    197.3299859
     370.000     -41.7355379    658.0276959    441.5416518    201.7347096
     380.000     -48.3750440    669.8301026    443.5750080    206.1603950
     390.000     -55.1312889    681.3771924    445.4902430    210.6058161
     400.000     -62.0017703    692.6790109    447.2957094    215.0698341
     410.000     -68.9840833    703.7450570    448.9990907    219.5513901
     420.000     -76.0759156    714.5843209    450.6074583    224.0494992
     430.000     -83.2750422    725.2053175    452.1273251    228.5632443
     440.000     -90.5793213    735.6161183    453.5646925    233.0917708
     450.000     -97.9866895    745.8243803    454.9250948    237.6342817
     460.000    -105.4951580    755.8373722    456.2136385    242.1900332
     470.000    -113.1028091    765.6619994    457.4350384    246.7583307
     480.000    -120.8077921    775.3048266    458.5936510    251.3385247
     490.000    -128.6083205    784.7720986    459.6935042    255.9300078
     500.000    -136.5026687    794.0697601    460.7383251    260.5322114
     510.000    -144.4891692    803.2034738    461.7315643    265.1446024
     520.000    -152.5662097    812.1786367    462.6764195    269.7666814
     530.000    -160.7322306    821.0003964    463.5758557    274.3979794
     540.000    -168.9857227    829.6736648    464.4326241    279.0380563
     550.000    -177.3252246    838.2031324    465.2492799    283.6864982
     560.000    -185.7493210    846.5932805    466.0281974    288.3429161
     570.000    -194.2566401    854.8483928    466.7715849    293.0069438
     580.000    -202.8458524    862.9725666    467.4814975    297.6782363
     590.000    -211.5156681    870.9697231    468.1598495    302.3564685
     600.000    -220.2648360    878.8436166    468.8084249    307.0413340
     610.000    -229.0921415    886.5978441    469.4288879    311.7325433
     620.000    -237.9964055    894.2358528    470.0227916    316.4298232
     630.000    -246.9764822    901.7609488    470.5915869    321.1329155
     640.000    -256.0312587    909.1763039    471.1366301    325.8415758
     650.000    -265.1596527    916.4849628    471.6591896    330.5555731
     660.000    -274.3606120    923.6898495    472.1604528    335.2746886
     670.000    -283.6331131    930.7937732    472.6415321    339.9987149
     680.000    -292.9761600    937.7994345    473.1034698    344.7274555
     690.000    -302.3887829    944.7094300    473.5472439    349.4607238
     700.000    -311.8700380    951.5262584    473.9737719    354.1983429
     710.000    -321.4190056    958.2523242    474.3839160    358.9401446
     720.000    -331.0347897    964.8899430    474.7784861    363.6859693
     730.000    -340.7165171    971.4413453    475.1582439    368.4356650
     740.000    -350.4633364    977.9086805    475.5239063    373.1890872
     750.000    -360.2744174    984.2940210    475.8761481    377.9460984
     760.000    -370.1489501    990.5993654    476.2156051    382.7065675
     770.000    -380.0861444    996.8266420    476.5428767    387.4703699
     780.000    -390.0852290   1002.9777119    476.8585283    392.2373863
     790.000    -400.1454507   1009.0543723    477.1630936    397.0075035
     800.000    -410.2660742   1015.0583589    477.4570763    401.7806129
     810.000    -420.4463812   1020.9913488    477.7409526    406.5566113
     820.000    -430.6856699   1026.8549631    478.0151728    411.3353998
     830.000    -440.9832544   1032.6507692    478.2801624    416.1168840
     840.000    -451.3384643   1038.3802833    478.5363246    420.9009736
     850.000    -461.7506440   1044.0449722    478.7840409    425.6875823
     860.000    -472.2191524   1049.6462557    479.0236728    430.4766275
     870.000    -482.7433624   1055.1855085    479.2555630    435.2680300
     880.000    -493.3226603   1060.6640617    479.4800366    440.0617140
     890.000    -503.9564456   1066.0832052    479.6974019    444.8576070
     900.000    -514.6441305   1071.4441887    479.9079517    449.6556394
     910.000    -525.3851395   1076.7482240    480.1119640    454.4557443
     920.000    -536.1789091   1081.9964857    480.3097031    459.2578577
     930.000    -547.0248871   1087.1901133    480.5014202    464.0619183
     940.000    -557.9225329   1092.3302125    480.6873542    468.8678669
     950.000    -568.8713165   1097.4178562    480.8677324    473.6756468
     960.000    -579.8707187   1102.4540858    481.0427713    478.4852037
     970.000    -590.9202302   1107.4399128    481.2126770    483.2964852
     980.000    -602.0193522   1112.3763194    481.3776458    488.1094408
     990.000    -613.1675951   1117.2642599    481.5378650    492.9240222
    1000.000    -624.3644789   1122.1046618    481.6935130    497.7401829
    1010.000    -635.6095329   1126.8984264    481.8447603    502.5578778
    1020.000    -646.9022949   1131.6464303    481.9917693    507.3770639
    1030.000    -658.2423118   1136.3495256    482.1346952    512.1976996
    1040.000    -669.6291385   1141.0085416    482.2736862    517.0197447
    1050.000    -681.0623384   1145.6242848    482.4088841    521.8431607
    1060.000    -692.5414826   1150.1975404    482.5404241    526.6679102
    1070.000    -704.0661501   1154.7290724    482.6684357    531.4939574
    1080.000    -715.6359274   1159.2196250    482.7930427    536.3212676
    1090.000    -727.2504084   1163.6699227    482.9143638    541.1498073
    1100.000    -738.9091940   1168.0806712    483.0325123    545.9795443
    1110.000    -750.6118923   1172.4525582    483.1475968    550.8104473
    1120.000    -762.3581179   1176.7862538    483.2597215    555.6424864
    1130.000    -774.1474922   1181.0824111    483.3689860    560.4756322
    1140.000    -785.9796431   1185.3416667    483.4754860    565.3098569
    1150.000    -797.8542046   1189.5646415    483.5793131    570.1451330
    1160.000    -809.7708170   1193.7519410    483.6805553    574.9814345
    1170.000    -821.7291265   1197.9041558    483.7792970    579.8187358
    1180.000    -833.7287851   1202.0218623    483.8756192    584.6570124
    1190.000    -845.7694506   1206.1056227    483.9695996    589.4962404
    1200.000    -857.8507863   1210.1559859    484.0613130    594.3363968
    1210.000    -869.9724608   1214.1734877    484.1508311    599.1774593
    1220.000    -882.1341482   1218.1586513    484.2382229    604.0194064
    1230.000    -894.3355277   1222.1119875    484.3235546    608.8622169
    1240.000    -906.5762836   1226.0339954    484.4068901    613.7058708
    1250.000    -918.8561048   1229.9251625    484.4882907    618.5503483
    1260.000    -931.1746856   1233.7859650    484.5678154    623.3956304
    1270.000    -943.5317245   1237.6168685    484.6455210    628.2416985
    1280.000    -955.9269248   1241.4183279    484.7214622    633.0885349
    1290.000    -968.3599944   1245.1907879    484.7956915    637.9361221
    1300.000    -980.8306454   1248.9346835    484.8682598    642.7844432
    1310.000    -993.3385942   1252.6504398    484.9392159    647.6334819
    1320.000   -1005.8835617   1256.3384728    485.0086069    652.4832223
    1330.000   -1018.4652726   1259.9991892    485.0764782    657.3336490
    1340.000   -1031.0834558   1263.6329871    485.1428736    662.1847469
    1350.000   -1043.7378440   1267.2402560    485.2078352    667.0365017
    1360.000   -1056.4281738   1270.8213770    485.2714039    671.8888990
    1370.000   -1069.1541856   1274.3767232    485.3336188    676.7419252
    1380.000   -1081.9156235   1277.9066598    485.3945180    681.5955670
    1390.000   -1094.7122353   1281.4115443    485.4541381    686.4498113
    1400.000   -1107.5437721   1284.8917269    485.5125145    691.3046456
    1410.000   -1120.4099886   1288.3475505    485.5696812    696.1600576
    1420.000   -1133.3106430   1291.7793509    485.6256713    701.0160353
    1430.000   -1146.2454967   1295.1874572    485.6805167    705.8725672
    1440.000   -1159.2143142   1298.5721918    485.7342482    710.7296419
    1450.000   -1172.2168636   1301.9338705    485.7868957    715.5872485
    1460.000   -1185.2529158   1305.2728028    485.8384878    720.4453763
    1470.000   -1198.3222449   1308.5892924    485.8890525    725.3040149
    1480.000   -1211.4246279   1311.8836364    485.9386168    730.1631540
    1490.000   -1224.5598448   1315.1561267    485.9872067    735.0227840
    1500.000   -1237.7276785   1318.4070490    486.0348475    739.8828950
    1510.000   -1250.9279148   1321.6366839    486.0815636    744.7434778
    1520.000   -1264.1603421   1324.8453062    486.1273787    749.6045233
    1530.000   -1277.4247518   1328.0331858    486.1723156    754.4660225
    1540.000   -1290.7209376   1331.2005872    486.2163966    759.3279667
    1550.000   -1304.0486961   1334.3477702    486.2596432    764.1903476
    1560.000   -1317.4078265   1337.4749893    486.3020762    769.0531569
    1570.000   -1330.7981302   1340.5824947    486.3437157    773.9163865
    1580.000   -1344.2194115   1343.6705317    486.3845815    778.7800286
    1590.000   -1357.6714767   1346.7393411    486.4246923    783.6440756
    1600.000   -1371.1541350   1349.7891594    486.4640667    788.5085200
    1610.000   -1384.6671974   1352.8202186    486.5027224    793.3733546
    1620.000   -1398.2104776   1355.8327467    486.5406768    798.2385721
    1630.000   -1411.7837913   1358.8269676    486.5779466    803.1041658
    1640.000   -1425.3869566   1361.8031009    486.6145482    807.9701288
    1650.000   -1439.0197938   1364.7613626    486.6504974    812.8364546
    1660.000   -1452.6821250   1367.7019649    486.6858095    817.7031367
    1670.000   -1466.3737749   1370.6251159    486.7204994    822.5701687
    1680.000   -1480.0945699   1373.5310205    486.7545816    827.4375446
    1690.000   -1493.8443385   1376.4198798    486.7880701    832.3052584
    1700.000   -1507.6229113   1379.2918914    486.8209786    837.1733041
    1710.000   -1521.4301208   1382.1472496    486.8533205    842.0416761
    1720.000   -1535.2658014   1384.9861454    486.8851084    846.9103687
    1730.000   -1549.1297895   1387.8087664    486.9163551    851.7793764
    1740.000   -1563.0219231   1390.6152972    486.9470726    856.6486940
    1750.000   -1576.9420424   1393.4059191    486.9772728    861.5183161
    1760.000   -1590.8899891   1396.1808107    487.0069672    866.3882378
    1770.000   -1604.8656067   1398.9401472    487.0361669    871.2584538
    1780.000   -1618.8687407   1401.6841012    487.0648830    876.1289595
    1790.000   -1632.8992380   1404.4128424    487.0931259    880.9997499
    1800.000   -1646.9569474   1407.1265377    487.1209060    885.8708205
    1810.000   -1661.0417192   1409.8253512    487.1482333    890.7421665
    1820.000   -1675.1534054   1412.5094445    487.1751175    895.6137836
    1830.000   -1689.2918596   1415.1789765    487.2015682    900.4856674
    1840.000   -1703.4569369   1417.8341035    487.2275945    905.3578136
    1850.000   -1717.6484941   1420.4749795    487.2532056    910.2302179
    1860.000   -1731.8663895   1423.1017558    487.2784100    915.1028764
    1870.000   -1746.1104827   1425.7145816    487.3032164    919.9757848
    1880.000   -1760.3806351   1428.3136034    487.3276331    924.8489394
    1890.000   -1774.6767093   1430.8989659    487.3516682    929.7223362
    1900.000   -1788.9985694   1433.4708110    487.3753295    934.5959715
    1910.000   -1803.3460809   1436.0292788    487.3986248    939.4698416
    1920.000   -1817.7191108   1438.5745071    487.4215615    944.3439428
    1930.000   -1832.1175274   1441.1066316    487.4441470    949.2182716
    1940.000   -1846.5412002   1443.6257860    487.4663882    954.0928246
    1950.000   -1860.9900003   1446.1321018    487.4882923    958.9675983
    1960.000   -1875.4637999   1448.6257088    487.5098659    963.8425893
    1970.000   -1889.9624725   1451.1067345    487.5311157    968.7177945
    1980.000   -1904.4858930   1453.5753049    487.5520480    973.5932106
    1990.000   -1919.0339375   1456.0315437    487.5726692    978.4688344
    2000.000   -1933.6064832   1458.4755731    487.5929853    983.3446630
