#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     750.000   -1643.5028836   3981.2166513   1760.0809299   1342.4096049
     760.000   -1683.4318794   4004.5318909   1760.4670877   1360.0123577
     770.000   -1723.5925220   4027.5472977   1760.8384236   1377.6188973
     780.000   -1763.9818511   4050.2704235   1761.1956851   1395.2290793
     790.000   -1804.5969804   4072.7085403   1761.5395731   1412.8427664
     800.000   -1845.4350952   4094.8686545   1761.8707457   1430.4598283
     810.000   -1886.4934494   4116.7575190   1762.1898209   1448.0801410
     820.000   -1927.7693632   4138.3816458   1762.4973798   1465.7035864
     830.000   -1969.2602208   4159.7473167   1762.7939690   1483.3300520
     840.000   -2010.9634682   4180.8605942   1763.0801031   1500.9594309
     850.000   -2052.8766109   4201.7273315   1763.3562669   1518.5916209
     860.000   -2094.9972119   4222.3531819   1763.6229177   1536.2265245
     870.000   -2137.3228898   4242.7436078   1763.8804867   1553.8640490
     880.000   -2179.8513169   4262.9038890   1764.1293809   1571.5041054
     890.000   -2222.5802175   4282.8391308   1764.3699851   1589.1466089
     900.000   -2265.5073659   4302.5542717   1764.6026628   1606.7914786
     910.000   -2308.6305852   4322.0540903   1764.8277578   1624.4386369
     920.000   -2351.9477454   4341.3432120   1765.0455957   1642.0880096
     930.000   -2395.4567621   4360.4261159   1765.2564845   1659.7395257
     940.000   -2439.1555948   4379.3071404   1765.4607165   1677.3931171
     950.000   -2483.0422460   4397.9904892   1765.6585684   1695.0487187
     960.000   -2527.1147593   4416.4802368   1765.8503028   1712.7062681
     970.000   -2571.3712186   4434.7803338   1766.0361692   1730.3657052
     980.000   -2615.8097466   4452.8946115   1766.2164042   1748.0269727
     990.000   -2660.4285038   4470.8267870   1766.3912327   1765.6900153
    1000.000   -2705.2256873   4488.5804674   1766.5608686   1783.3547801
    1010.000   -2750.1995298   4506.1591543   1766.7255153   1801.0212161
    1020.000   -2795.3482985   4523.5662479   1766.8853662   1818.6892744
    1030.000   -2840.6702938   4540.8050503   1767.0406057   1836.3589080
    1040.000   -2886.1638492   4557.8787701   1767.1914091   1854.0300717
    1050.000   -2931.8273294   4574.7905251   1767.3379438   1871.7027220
    1060.000   -2977.6591299   4591.5433460   1767.4803692   1889.3768169
    1070.000   -3023.6576763   4608.1401799   1767.6188373   1907.0523162
    1080.000   -3069.8214231   4624.5838926   1767.7534932   1924.7291809
    1090.000   -3116.1488531   4640.8772723   1767.8844755   1942.4073738
    1100.000   -3162.6384765   4657.0230320   1768.0119164   1960.0868586
    1110.000   -3209.2888305   4673.0238119   1768.1359424   1977.7676007
    1120.000   -3256.0984781   4688.8821826   1768.2566742   1995.4495665
    1130.000   -3303.0660078   4704.6006472   1768.3742274   2013.1327236
    1140.000   -3350.1900328   4720.1816435   1768.4887124   2030.8170408
    1150.000   -3397.4691903   4735.6275464   1768.6002351   2048.5024880
    1160.000   -3444.9021411   4750.9406699   1768.7088967   2066.1890360
    1170.000   -3492.4875687   4766.1232695   1768.8147940   2083.8766567
    1180.000   -3540.2241788   4781.1775438   1768.9180201   2101.5653230
    1190.000   -3588.1106989   4796.1056365   1769.0186639   2119.2550085
    1200.000   -3636.1458779   4810.9096382   1769.1168107   2136.9456879
    1210.000   -3684.3284849   4825.5915880   1769.2125425   2154.6373367
    1220.000   -3732.6573094   4840.1534757   1769.3059377   2172.3299310
    1230.000   -3781.1311607   4854.5972427   1769.3970717   2190.0234479
    1240.000   -3829.7488669   4868.9247839   1769.4860169   2207.7178651
    1250.000   -3878.5092751   4883.1379490   1769.5728427   2225.4131612
    1260.000   -3927.4112506   4897.2385442   1769.6576158   2243.1093151
    1270.000   -3976.4536766   4911.2283334   1769.7404006   2260.8063068
    1280.000   -4025.6354537   4925.1090394   1769.8212585   2278.5041167
    1290.000   -4074.9554994   4938.8823451   1769.9002489   2296.2027258
    1300.000   -4124.4127481   4952.5498952   1769.9774288   2313.9021157
    1310.000   -4174.0061502   4966.1132967   1770.0528531   2331.6022685
    1320.000   -4223.7346721   4979.5741205   1770.1265746   2349.3031670
    1330.000   -4273.5972958   4992.9339024   1770.1986441   2367.0047945
    1340.000   -4323.5930183   5006.1941440   1770.2691106   2384.7071346
    1350.000   -4373.7208517   5019.3563135   1770.3380212   2402.4101715
    1360.000   -4423.9798225   5032.4218474   1770.4054214   2420.1138900
    1370.000   -4474.3689713   5045.3921506   1770.4713550   2437.8182751
    1380.000   -4524.8873526   5058.2685978   1770.5358642   2455.5233123
    1390.000   -4575.5340348   5071.0525342   1770.5989897   2473.2289877
    1400.000   -4626.3080994   5083.7452764   1770.6607708   2490.9352876
    1410.000   -4677.2086407   5096.3481131   1770.7212453   2508.6421988
    1420.000   -4728.2347661   5108.8623060   1770.7804498   2526.3497083
    1430.000   -4779.3855955   5121.2890903   1770.8384197   2544.0578037
    1440.000   -4830.6602606   5133.6296759   1770.8951889   2561.7664727
    1450.000   -4882.0579056   5145.8852477   1770.9507904   2579.4757036
    1460.000   -4933.5776861   5158.0569663   1771.0052560   2597.1854847
    1470.000   -4985.2187692   5170.1459688   1771.0586164   2614.8958050
    1480.000   -5036.9803334   5182.1533695   1771.1109013   2632.6066535
    1490.000   -5088.8615682   5194.0802602   1771.1621393   2650.3180195
    1500.000   -5140.8616738   5205.9277111   1771.2123583   2668.0298929
    1510.000   -5192.9798612   5217.6967712   1771.2615850   2685.7422634
    1520.000   -5245.2153514   5229.3884689   1771.3098454   2703.4551213
    1530.000   -5297.5673760   5241.0038125   1771.3571646   2721.1684572
    1540.000   -5350.0351764   5252.5437909   1771.4035670   2738.8822616
    1550.000   -5402.6180039   5264.0093738   1771.4490760   2756.5965255
    1560.000   -5455.3151191   5275.4015124   1771.4937144   2774.3112402
    1570.000   -5508.1257924   5286.7211397   1771.5375043   2792.0263970
    1580.000   -5561.0493032   5297.9691714   1771.5804670   2809.7419875
    1590.000   -5614.0849402   5309.1465055   1771.6226233   2827.4580036
    1600.000   -5667.2320006   5320.2540237   1771.6639931   2845.1744374
    1610.000   -5720.4897908   5331.2925911   1771.7045959   2862.8912809
    1620.000   -5773.8576255   5342.2630569   1771.7444506   2880.6085268
    1630.000   -5827.3348277   5353.1662548   1771.7835753   2898.3261675
    1640.000   -5880.9207291   5364.0030030   1771.8219879   2916.0441959
    1650.000   -5934.6146690   5374.7741054   1771.8597055   2933.7626050
    1660.000   -5988.4159950   5385.4803510   1771.8967447   2951.4813878
    1670.000   -6042.3240624   5396.1225150   1771.9331217   2969.2005376
    1680.000   -6096.3382342   5406.7013585   1771.9688522   2986.9200480
    1690.000   -6150.4578810   5417.2176293   1772.0039513   3004.6399126
    1700.000   -6204.6823807   5427.6720622   1772.0384340   3022.3601250
    1710.000   -6259.0111185   5438.0653788   1772.0723146   3040.0806793
    1720.000   -6313.4434869   5448.3982885   1772.1056069   3057.8015693
    1730.000   -6367.9788852   5458.6714883   1772.1383245   3075.5227895
    1740.000   -6422.6167199   5468.8856631   1772.1704805   3093.2443340
    1750.000   -6477.3564040   5479.0414864   1772.2020878   3110.9661973
    1760.000   -6532.1973573   5489.1396200   1772.2331587   3128.6883739
    1770.000   -6587.1390063   5499.1807147   1772.2637053   3146.4108587
    1780.000   -6642.1807836   5509.1654101   1772.2937393   3164.1336463
    1790.000   -6697.3221286   5519.0943354   1772.3232722   3181.8567318
    1800.000   -6752.5624865   5528.9681092   1772.3523149   3199.5801101
    1810.000   -6807.9013090   5538.7873400   1772.3808784   3217.3037765
    1820.000   -6863.3380535   5548.5526262   1772.4089730   3235.0277261
    1830.000   -6918.8721836   5558.2645563   1772.4366090   3252.7519544
    1840.000   -6974.5031687   5567.9237095   1772.4637963   3270.4764568
    1850.000   -7030.2304838   5577.5306555   1772.4905446   3288.2012289
    1860.000   -7086.0536097   5587.0859548   1772.5168632   3305.9262663
    1870.000   -7141.9720326   5596.5901590   1772.5427613   3323.6515648
    1880.000   -7197.9852443   5606.0438109   1772.5682478   3341.3771201
    1890.000   -7254.0927421   5615.4474447   1772.5933314   3359.1029284
    1900.000   -7310.2940282   5624.8015862   1772.6180206   3376.8289855
    1910.000   -7366.5886105   5634.1067529   1772.6423235   3394.5552875
    1920.000   -7422.9760018   5643.3634544   1772.6662481   3412.2818307
    1930.000   -7479.4557197   5652.5721922   1772.6898024   3430.0086112
    1940.000   -7536.0272874   5661.7334602   1772.7129938   3447.7356255
    1950.000   -7592.6902323   5670.8477447   1772.7358298   3465.4628699
    1960.000   -7649.4440872   5679.9155246   1772.7583176   3483.1903409
    1970.000   -7706.2883894   5688.9372713   1772.7804643   3500.9180351
    1980.000   -7763.2226808   5697.9134494   1772.8022767   3518.6459491
    1990.000   -7820.2465080   5706.8445164   1772.8237615   3536.3740796
    2000.000   -7877.3594222   5715.7309228   1772.8449253   3554.1024233
