#      T [K]      F [kJ/mol]    S [J/K/mol]  C_v [J/K/mol]     E [kJ/mol]
     730.000    -492.9624800   1177.5045354    491.3866647    366.6158308
     740.000    -504.7710326   1184.1911405    491.5284927    371.5304113
     750.000    -516.6460099   1190.7898563    491.6648166    376.4463823
     760.000    -528.5865443   1197.3029402    491.7959161    381.3636902
     770.000    -540.5917905   1203.7325645    491.9220534    386.2822841
     780.000    -552.6609244   1210.0808205    492.0434744    391.2021156
     790.000    -564.7931424   1216.3497229    492.1604103    396.1231387
     800.000    -576.9876608   1222.5412130    492.2730780    401.0453096
     810.000    -589.2437149   1228.6571624    492.3816819    405.9685867
     820.000    -601.5605583   1234.6993763    492.4864140    410.8929303
     830.000    -613.9374624   1240.6695965    492.5874555    415.8183026
     840.000    -626.3737158   1246.5695042    492.6849769    420.7446677
     850.000    -638.8686236   1252.4007230    492.7791391    425.6719910
     860.000    -651.4215066   1258.1648213    492.8700941    430.6002398
     870.000    -664.0317013   1263.8633149    492.9579851    435.5293827
     880.000    -676.6985591   1269.4976691    493.0429478    440.4593897
     890.000    -689.4214456   1275.0693010    493.1251102    445.3902323
     900.000    -702.1997406   1280.5795818    493.2045935    450.3218830
     910.000    -715.0328372   1286.0298382    493.2815127    455.2543156
     920.000    -727.9201416   1291.4213550    493.3559763    460.1875051
     930.000    -740.8610726   1296.7553763    493.4280873    465.1214273
     940.000    -753.8550615   1302.0331072    493.4979436    470.0560593
     950.000    -766.9015510   1307.2557158    493.5656377    474.9913790
     960.000    -779.9999958   1312.4243343    493.6312577    479.9273651
     970.000    -793.1498614   1317.5400607    493.6948872    484.8639975
     980.000    -806.3506243   1322.6039600    493.7566056    489.8012565
     990.000    -819.6017713   1327.6170654    493.8164884    494.7391235
    1000.000    -832.9027996   1332.5803800    493.8746075    499.6775804
    1010.000    -846.2532162   1337.4948774    493.9310312    504.6166100
    1020.000    -859.6525376   1342.3615031    493.9858247    509.5561956
    1030.000    -873.1002898   1347.1811757    494.0390499    514.4963212
    1040.000    -886.5960076   1351.9547876    494.0907659    519.4369715
    1050.000    -900.1392349   1356.6832063    494.1410291    524.3781317
    1060.000    -913.7295239   1361.3672749    494.1898933    529.3197875
    1070.000    -927.3664353   1366.0078134    494.2374097    534.2619251
    1080.000    -941.0495377   1370.6056195    494.2836274    539.2045313
    1090.000    -954.7784078   1375.1614690    494.3285930    544.1475935
    1100.000    -968.5526298   1379.6761172    494.3723514    549.0910992
    1110.000    -982.3717953   1384.1502990    494.4149451    554.0350366
    1120.000    -996.2355032   1388.5847300    494.4564152    558.9793943
    1130.000   -1010.1433597   1392.9801071    494.4968006    563.9241613
    1140.000   -1024.0949775   1397.3371090    494.5361387    568.8693268
    1150.000   -1038.0899762   1401.6563973    494.5744654    573.8148807
    1160.000   -1052.1279818   1405.9386162    494.6118150    578.7608129
    1170.000   -1066.2086270   1410.1843939    494.6482203    583.7071138
    1180.000   -1080.3315503   1414.3943428    494.6837128    588.6537743
    1190.000   -1094.4963964   1418.5690602    494.7183227    593.6007852
    1200.000   -1108.7028160   1422.7091282    494.7520789    598.5481379
    1210.000   -1122.9504654   1426.8151152    494.7850093    603.4958240
    1220.000   -1137.2390066   1430.8875754    494.8171405    608.4438354
    1230.000   -1151.5681069   1434.9270497    494.8484981    613.3921642
    1240.000   -1165.9374394   1438.9340663    494.8791066    618.3408029
    1250.000   -1180.3466818   1442.9091406    494.9089898    623.2897439
    1260.000   -1194.7955174   1446.8527759    494.9381703    628.2389803
    1270.000   -1209.2836342   1450.7654640    494.9666698    633.1885051
    1280.000   -1223.8107251   1454.6476848    494.9945095    638.1383115
    1290.000   -1238.3764879   1458.4999077    495.0217094    643.0883931
    1300.000   -1252.9806248   1462.3225911    495.0482890    648.0387436
    1310.000   -1267.6228427   1466.1161829    495.0742670    652.9893569
    1320.000   -1282.3028529   1469.8811212    495.0996613    657.9402270
    1330.000   -1297.0203711   1473.6178341    495.1244893    662.8913482
    1340.000   -1311.7751169   1477.3267402    495.1487676    667.8427150
    1350.000   -1326.5668145   1481.0082491    495.1725124    672.7943218
    1360.000   -1341.3951919   1484.6627613    495.1957391    677.7461635
    1370.000   -1356.2599811   1488.2906686    495.2184627    682.6982349
    1380.000   -1371.1609179   1491.8923544    495.2406975    687.6505311
    1390.000   -1386.0977420   1495.4681937    495.2624575    692.6030473
    1400.000   -1401.0701968   1499.0185540    495.2837560    697.5557787
    1410.000   -1416.0780294   1502.5437945    495.3046060    702.5087209
    1420.000   -1431.1209902   1506.0442673    495.3250200    707.4618694
    1430.000   -1446.1988333   1509.5203169    495.3450101    712.4152199
    1440.000   -1461.3113162   1512.9722809    495.3645878    717.3687682
    1450.000   -1476.4581997   1516.4004897    495.3837644    722.3225103
    1460.000   -1491.6392479   1519.8052672    495.4025508    727.2764422
    1470.000   -1506.8542280   1523.1869307    495.4209575    732.2305601
    1480.000   -1522.1029105   1526.5457910    495.4389946    737.1848601
    1490.000   -1537.3850689   1529.8821528    495.4566720    742.1393388
    1500.000   -1552.7004796   1533.1963147    495.4739991    747.0939924
    1510.000   -1568.0489221   1536.4885694    495.4909851    752.0488176
    1520.000   -1583.4301789   1539.7592039    495.5076389    757.0038110
    1530.000   -1598.8440351   1543.0084996    495.5239691    761.9589693
    1540.000   -1614.2902787   1546.2367325    495.5399840    766.9142893
    1550.000   -1629.7687004   1549.4441731    495.5556917    771.8697680
    1560.000   -1645.2790937   1552.6310871    495.5710999    776.8254022
    1570.000   -1660.8212546   1555.7977348    495.5862163    781.7811890
    1580.000   -1676.3949817   1558.9443717    495.6010480    786.7371255
    1590.000   -1692.0000762   1562.0712486    495.6156023    791.6932090
    1600.000   -1707.6363416   1565.1786115    495.6298860    796.6494367
    1610.000   -1723.3035842   1568.2667019    495.6439057    801.6058059
    1620.000   -1739.0016122   1571.3357569    495.6576679    806.5623139
    1630.000   -1754.7302366   1574.3860092    495.6711789    811.5189584
    1640.000   -1770.4892705   1577.4176873    495.6844447    816.4757367
    1650.000   -1786.2785292   1580.4310156    495.6974713    821.4326465
    1660.000   -1802.0978304   1583.4262143    495.7102642    826.3896854
    1670.000   -1817.9469938   1586.4034999    495.7228292    831.3468510
    1680.000   -1833.8258414   1589.3630849    495.7351715    836.3041412
    1690.000   -1849.7341972   1592.3051780    495.7472964    841.2615537
    1700.000   -1865.6718873   1595.2299845    495.7592089    846.2190864
    1710.000   -1881.6387399   1598.1377059    495.7709141    851.1767372
    1720.000   -1897.6345851   1601.0285402    495.7824165    856.1345040
    1730.000   -1913.6592551   1603.9026820    495.7937210    861.0923849
    1740.000   -1929.7125838   1606.7603227    495.8048320    866.0503778
    1750.000   -1945.7944072   1609.6016503    495.8157539    871.0084809
    1760.000   -1961.9045630   1612.4268496    495.8264910    875.9666923
    1770.000   -1978.0428910   1615.2361023    495.8370474    880.9250101
    1780.000   -1994.2092325   1618.0295871    495.8474271    885.8834326
    1790.000   -2010.4034308   1620.8074798    495.8576341    890.8419581
    1800.000   -2026.6253307   1623.5699530    495.8676721    895.8005847
    1810.000   -2042.8747790   1626.3171768    495.8775449    900.7593110
    1820.000   -2059.1516240   1629.0493182    495.8872561    905.7181351
    1830.000   -2075.4557156   1631.7665416    495.8968092    910.6770556
    1840.000   -2091.7869056   1634.4690089    495.9062075    915.6360708
    1850.000   -2108.1450471   1637.1568791    495.9154544    920.5951792
    1860.000   -2124.5299951   1639.8303088    495.9245532    925.5543794
    1870.000   -2140.9416057   1642.4894521    495.9335069    930.5136698
    1880.000   -2157.3797370   1645.1344606    495.9423187    935.4730490
    1890.000   -2173.8442483   1647.7654836    495.9509915    940.4325157
    1900.000   -2190.3350005   1650.3826679    495.9595283    945.3920684
    1910.000   -2206.8518560   1652.9861580    495.9679318    950.3517058
    1920.000   -2223.3946785   1655.5760964    495.9762048    955.3114266
    1930.000   -2239.9633332   1658.1526232    495.9843500    960.2712295
    1940.000   -2256.5576867   1660.7158762    495.9923701    965.2311132
    1950.000   -2273.1776070   1663.2659915    496.0002675    970.1910765
    1960.000   -2289.8229632   1665.8031027    496.0080447    975.1511181
    1970.000   -2306.4936261   1668.3273417    496.0157043    980.1112370
    1980.000   -2323.1894676   1670.8388381    496.0232485    985.0714318
    1990.000   -2339.9103608   1673.3377198    496.0306796    990.0317016
    2000.000   -2356.6561803   1675.8241127    496.0379999    994.9920451
